Replication Factor	Partition	Message Size	Acks	Batch Size	Buffer Memory	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
1	5	1000	-1	16384	100000000	63850.67646	60.89333	1313.91333	2234.33333	1324.33333	2148.66667	2206.33333	2232.66667
1	5	1000	-1	16384	200000000	60117.83095	57.33	2226.55	4116	2621	4063	4107	4114
1	5	1000	-1	16384	200000000	43417.85342	41.41	3983.17	9048	1343	9009	9039	9047
1	5	1000	-1	16384	200000000	96283.4585	91.82	1333.36	2840	1395	2774	2828	2837
1	5	1000	-1	16384	200000000	66606.38096	63.52	2514.36	5334.66667	1786.33333	5282	5324.66667	5332.66667
1	5	1000	-1	200000	33554432	86820.62858	82.8	338.81	464	344	432	445	458
1	5	1000	-1	200000	33554432	77833.12578	74.23	382.6	545	403	472	523	539
1	5	1000	-1	200000	33554432	60938.45216	58.12	502.4	2219	406	2093	2165	2211
1	5	1000	-1	200000	33554432	75197.40217	71.71667	407.93667	1076	384.33333	999	1044.33333	1069.33333
1	5	1000	-1	200000	100000000	76138.26709	72.61	1082.07	1506	1241	1435	1490	1505
1	5	1000	-1	200000	100000000	62680.20559	59.78	1373.75	2824	1216	2773	2815	2821
1	5	1000	-1	200000	100000000	70303.71204	67.05	1170.46	1603	1271	1542	1557	1598
1	5	1000	-1	200000	100000000	69707.39491	66.48	1208.76	1977.66667	1242.66667	1916.66667	1954	1974.66667
1	5	1000	-1	200000	200000000	56831.09798	54.2	2806.59	4601	2505	4559	4586	4593
1	5	1000	-1	200000	200000000	70155.74576	66.91	2002.99	3227	2472	3015	3154	3222
1	5	1000	-1	200000	200000000	28648.36991	27.32	5592.45	13007	2637	12796	12971	12985
1	5	1000	-1	200000	200000000	51878.40455	49.47667	3467.34333	6945	2538	6790	6903.66667	6933.33333
1	5	1000	-1	500000	33554432	180245.1334	171.9	134.21	265	151	234	251	261
1	5	1000	-1	500000	33554432	106202.209	101.28	278.15	966	263	745	940	953
1	5	1000	-1	500000	33554432	80489.3754	76.76	363.38	591	374	469	537	549
1	5	1000	-1	500000	33554432	122312.2393	116.64667	258.58	607.33333	262.66667	482.66667	576	587.66667
1	5	1000	-1	500000	100000000	58962.26415	56.23	1422.86	3054	1202	2863	2999	3043
1	5	1000	-1	500000	100000000	70621.46893	67.35	1145.44	1780	1281	1613	1682	1752
1	5	1000	-1	500000	100000000	58976.17363	56.24	1435.19	3131	1288	3040	3075	3120
1	5	1000	-1	500000	100000000	62853.30223	59.94	1334.49667	2655	1257	2505.33333	2585.33333	2638.33333
1	5	1000	-1	500000	200000000	66146.31565	63.08	2096.37	3396	2648	3244	3314	3339
1	5	1000	-1	500000	200000000	59715.75302	56.95	2364.62	3697	2906	3578	3633	3658
1	5	1000	-1	500000	200000000	43706.29371	41.68	2965.73	7151	2941	6978	7076	7087
1	5	1000	-1	500000	200000000	56522.78746	53.90333	2475.57333	4748	2831.66667	4600	4674.33333	4694.66667
2	1	100	-1	16384	33554432	290410.6406	27.7	990.6	3220	694	2325	3062	3205
2	1	100	-1	16384	33554432	423298.3407	40.37	657.55	945	651	840	889	940
2	1	100	-1	16384	33554432	400032.0026	38.15	703.84	1568	611	1490	1538	1566
2	1	100	-1	16384	33554432	371246.9946	35.40667	783.99667	1911	652	1551.66667	1829.66667	1903.66667
2	1	100	-1	16384	100000000	421265.4815	40.18	1742.49	2678	1892	2320	2633	2673
2	1	100	-1	16384	100000000	451345.0081	43.04	1630.08	2212	1766	2177	2202	2211
2	1	100	-1	16384	100000000	435236.7688	41.51	1686.98	2213	1859	2169	2197	2209
2	1	100	-1	16384	100000000	435949.0861	41.57667	1686.51667	2367.66667	1839	2222	2344	2364.33333
2	1	100	-1	16384	200000000	109567.4278	10.45	14959.27	36293	13959	35231	36273	36288
2	1	100	-1	16384	200000000	119363.0786	11.38	13524.67	32889	11573	32293	32863	32886
2	1	100	-1	16384	200000000	124189.6625	11.84	12899.62	31159	11638	30619	31132	31154
2	1	100	-1	16384	200000000	117706.723	11.22333	13794.52	33447	12390	32714.33333	33422.66667	33442.66667
2	1	100	-1	200000	33554432	1393534.002	132.9	4.91	134	5	8	9	15
2	1	100	-1	200000	33554432	1236093.943	117.88	29.67	349	5	249	340	348
2	1	100	-1	200000	33554432	1241002.73	118.35	19.64	291	4	164	262	290
2	1	100	-1	200000	33554432	1290210.225	123.04333	18.07333	258	4.66667	140.33333	203.66667	217.66667
2	1	100	-1	200000	100000000	1429388.222	136.32	4.94	142	5	9	15	18
2	1	100	-1	200000	100000000	840760.0471	80.18	300.66	1497	6	1372	1489	1496
2	1	100	-1	200000	100000000	1477541.371	140.91	5.08	137	4	17	22	30
2	1	100	-1	200000	100000000	1249229.88	119.13667	103.56	592	5	466	508.66667	514.66667
2	1	100	-1	200000	200000000	924556.213	88.17	113.59	585	11	495	548	582
2	1	100	-1	200000	200000000	659891.7777	62.93	634.31	2116	273	1949	2092	2115
2	1	100	-1	200000	200000000	559785.0425	53.39	1177.13	2376	1164	2302	2362	2373
2	1	100	-1	200000	200000000	714744.3444	68.16333	641.67667	1692.33333	482.66667	1582	1667.33333	1690
2	1	100	-1	500000	33554432	473574.5406	45.16	556.32	1797	546	1502	1640	1786
2	1	100	-1	500000	33554432	527259.3061	50.28	452.75	1218	539	950	1178	1215
2	1	100	-1	500000	33554432	479524.3119	45.73	530.93	830	555	734	795	812
2	1	100	-1	500000	33554432	493452.7196	47.05667	513.33333	1281.66667	546.66667	1062	1204.33333	1271
2	1	100	-1	500000	100000000	457665.9039	43.65	1349.37	3370	1591	3187	3346	3368
2	1	100	-1	500000	100000000	510673.0671	48.7	1200.71	2152	1275	2077	2109	2148
2	1	100	-1	500000	100000000	481974.1662	45.96	1204.86	2149	1362	2128	2137	2142
2	1	100	-1	500000	100000000	483437.7124	46.10333	1251.64667	2557	1409.33333	2464	2530.66667	2552.66667
2	1	100	-1	500000	200000000	475601.6361	45.36	1786.72	3495	1661	3432	3482	3490
2	1	100	-1	500000	200000000	343666.2314	32.77	3465.12	8865	1105	8708	8823	8861
2	1	100	-1	500000	200000000	906782.7349	86.48	161.26	802	18	672	775	801
2	1	100	-1	500000	200000000	575350.2008	54.87	1804.36667	4387.33333	928	4270.66667	4360	4384
2	1	500	-1	16384	33554432	89397.46111	42.63	672.62	1768	537	1412	1494	1761
2	1	500	-1	16384	33554432	111234.7052	53.04	551.18	1064	509	1024	1057	1063
2	1	500	-1	16384	33554432	93835.038	44.74	659.41	2594	537	1936	2587	2593
2	1	500	-1	16384	33554432	98155.73478	46.80333	627.73667	1808.66667	527.66667	1457.33333	1712.66667	1805.66667
2	1	500	-1	16384	100000000	117799.5052	56.17	1417.55	1877	1487	1838	1867	1876
2	1	500	-1	16384	100000000	115647.0452	55.14	1443.5	1931	1508	1903	1918	1928
2	1	500	-1	16384	100000000	96842.92078	46.18	1614.43	2751	1470	2632	2720	2749
2	1	500	-1	16384	100000000	110096.4904	52.49667	1491.82667	2186.33333	1488.33333	2124.33333	2168.33333	2184.33333
2	1	500	-1	16384	200000000	106951.8717	51	2885.21	4375	2930	4121	4347	4373
2	1	500	-1	16384	200000000	102764.3613	49	2632.6	3900	2893	3565	3887	3899
2	1	500	-1	16384	200000000	82590.02313	39.38	3373.96	6159	3399	6047	6141	6158
2	1	500	-1	16384	200000000	97435.4187	46.46	2963.92333	4811.33333	3074	4577.66667	4791.66667	4810
2	1	500	-1	200000	33554432	109938.4345	52.42	547.12	1116	554	848	1072	1111
2	1	500	-1	200000	33554432	77357.46886	36.89	806.9	4304	640	4071	4245	4299
2	1	500	-1	200000	33554432	125234.8153	59.72	489.19	1433	501	1399	1413	1428
2	1	500	-1	200000	33554432	104176.9062	49.67667	614.40333	2284.33333	565	2106	2243.33333	2279.33333
2	1	500	-1	200000	100000000	100250.6266	47.8	1578.53	2724	1549	2685	2711	2720
2	1	500	-1	200000	100000000	121080.0339	57.74	1287.55	2438	1523	2190	2366	2434
2	1	500	-1	200000	100000000	104460.4617	49.81	1575.19	2103	1771	2076	2087	2097
2	1	500	-1	200000	100000000	108597.0407	51.78333	1480.42333	2421.66667	1614.33333	2317	2388	2417
2	1	500	-1	200000	200000000	93040.56569	44.37	3192	5110	3161	4677	5034	5101
2	1	500	-1	200000	200000000	93958.47036	44.8	3055.22	5642	2938	5623	5632	5637
2	1	500	-1	200000	200000000	103359.1731	49.29	2697.01	4678	2731	4662	4670	4675
2	1	500	-1	200000	200000000	96786.06972	46.15333	2981.41	5143.33333	2943.33333	4987.33333	5112	5137.66667
2	1	500	-1	500000	33554432	115526.8022	55.09	516.55	729	526	699	714	722
2	1	500	-1	500000	33554432	92267.94612	44	671.33	3930	487	3815	3891	3926
2	1	500	-1	500000	33554432	122159.785	58.25	486.61	695	491	654	666	673
2	1	500	-1	500000	33554432	109984.8444	52.44667	558.16333	1784.66667	501.33333	1722.66667	1757	1773.66667
2	1	500	-1	500000	100000000	94858.6606	45.23	1776.43	3144	1948	3008	3117	3139
2	1	500	-1	500000	100000000	106450.9261	50.76	1543.59	2784	1758	2391	2700	2775
2	1	500	-1	500000	100000000	103691.4144	49.44	1583.09	2627	1916	2265	2555	2609
2	1	500	-1	500000	100000000	101667.0004	48.47667	1634.37	2851.66667	1874	2554.66667	2790.66667	2841
2	1	500	-1	500000	200000000	94108.78976	44.87	2842.63	5119	3207	4962	5065	5098
2	1	500	-1	500000	200000000	109182.2251	52.06	2507.99	4067	3004	4032	4051	4059
2	1	500	-1	500000	200000000	101967.9821	48.62	2756.7	4238	3559	4096	4163	4232
2	1	500	-1	500000	200000000	101752.999	48.51667	2702.44	4474.66667	3256.66667	4363.33333	4426.33333	4463
2	1	1000	-1	16384	33554432	42055.68172	40.11	690.54	2047	583	1844	2044	2046
2	1	1000	-1	16384	33554432	56631.5551	54.01	545.86	1198	501	1180	1184	1186
2	1	1000	-1	16384	33554432	41855.01423	39.92	752.83	2230	537	1855	2154	2221
2	1	1000	-1	16384	33554432	46847.41702	44.68	663.07667	1825	540.33333	1626.33333	1794	1817.66667
2	1	1000	-1	16384	100000000	60723.82803	57.91	1407.47	1807	1478	1772	1797	1806
2	1	1000	-1	16384	100000000	44436.54461	42.38	1757.91	3308	1656	3043	3071	3287
2	1	1000	-1	16384	100000000	51229.5082	48.86	1545.67	2311	1669	1904	2099	2290
2	1	1000	-1	16384	100000000	52129.96028	49.71667	1570.35	2475.33333	1601	2239.66667	2322.33333	2461
2	1	1000	-1	16384	200000000	52284.84785	49.86	2910.92	4136	3247	4044	4095	4109
2	1	1000	-1	16384	200000000	47728.14051	45.52	3260.6	4867	3350	4795	4849	4866
2	1	1000	-1	16384	200000000	57254.09367	54.6	2667.7	3657	3008	3582	3635	3652
2	1	1000	-1	16384	200000000	52422.36068	49.99333	2946.40667	4220	3201.66667	4140.33333	4193	4209
2	1	1000	-1	200000	33554432	78173.85866	74.55	372.09	794	375	747	778	790
2	1	1000	-1	200000	33554432	43440.48653	41.43	715.54	868	787	841	848	858
2	1	1000	-1	200000	33554432	42815.55061	40.83	736.65	2777	599	2642	2743	2770
2	1	1000	-1	200000	33554432	54809.96527	52.27	608.09333	1479.66667	587	1410	1456.33333	1472.66667
2	1	1000	-1	200000	100000000	50622.6587	48.28	1591.44	2684	1771	2053	2622	2680
2	1	1000	-1	200000	100000000	45934.77262	43.81	1904.97	4117	1596	3978	4082	4113
2	1	1000	-1	200000	100000000	52509.9769	50.08	1598.7	2538	1623	2298	2509	2535
2	1	1000	-1	200000	100000000	49689.13607	47.39	1698.37	3113	1663.33333	2776.33333	3071	3109.33333
2	1	1000	-1	200000	200000000	43878.89425	41.85	3676.72	6378	3861	6337	6366	6374
2	1	1000	-1	200000	200000000	57676.77933	55	2455.63	3660	3040	3536	3623	3654
2	1	1000	-1	200000	200000000	40853.01087	38.96	3703.21	7299	3487	7237	7276	7295
2	1	1000	-1	200000	200000000	47469.56148	45.27	3278.52	5779	3462.66667	5703.33333	5755	5774.33333
2	1	1000	-1	500000	33554432	59587.65344	56.83	510.03	1130	531	952	1107	1121
2	1	1000	-1	500000	33554432	52416.39585	49.99	588.76	1221	669	937	1164	1217
2	1	1000	-1	500000	33554432	53838.69926	51.34	573.77	779	544	718	746	772
2	1	1000	-1	500000	33554432	55280.91618	52.72	557.52	1043.33333	581.33333	869	1005.66667	1036.66667
2	1	1000	-1	500000	100000000	32356.17679	30.86	1934.03	7888	1656	7709	7866	7882
2	1	1000	-1	500000	100000000	102690.4909	97.93	744	1432	758	1321	1387	1421
2	1	1000	-1	500000	100000000	63107.40881	60.18	1305.94	1790	1330	1769	1778	1785
2	1	1000	-1	500000	100000000	66051.35882	62.99	1327.99	3703.33333	1248	3599.66667	3677	3696
2	1	1000	-1	500000	200000000	54300.60817	51.79	2673	3843	3183	3779	3822	3834
2	1	1000	-1	500000	200000000	48416.77157	46.17	3088.94	4580	3628	4551	4567	4574
2	1	1000	-1	500000	200000000	52224.77543	49.81	2782.71	4079	3514	4054	4058	4064
2	1	1000	-1	500000	200000000	51647.38506	49.25667	2848.21667	4167.33333	3441.66667	4128	4149	4157.33333
2	2	100	-1	16384	33554432	140999.9718	13.45	1492.33	22170	1281	12856	14005	14198
2	2	100	-1	16384	33554432	557724.4841	53.19	481.44	937	580	877	916	934
2	2	100	-1	16384	33554432	558472.0206	53.26	483.93	1411	406	1303	1356	1408
2	2	100	-1	16384	33554432	419065.4922	39.96667	819.23333	8172.66667	755.66667	5012	5425.66667	5513.33333
2	2	100	-1	16384	100000000	540423.6922	51.54	1310.28	1947	1392	1868	1920	1946
2	2	100	-1	16384	100000000	607090.8208	57.9	1115.17	1564	1225	1506	1545	1550
2	2	100	-1	16384	100000000	620270.4379	59.15	934.31	1329	1147	1305	1322	1328
2	2	100	-1	16384	100000000	589261.6503	56.19667	1119.92	1613.33333	1254.66667	1559.66667	1595.66667	1608
2	2	100	-1	16384	200000000	573197.2945	54.66	1143.92	1851	1215	1449	1584	1682
2	2	100	-1	16384	200000000	466766.2435	44.51	1727.81	3356	1357	3117	3231	3235
2	2	100	-1	16384	200000000	636942.6752	60.74	1106.04	1593	1354	1549	1582	1592
2	2	100	-1	16384	200000000	558968.7377	53.30333	1325.92333	2266.66667	1308.66667	2038.33333	2132.33333	2169.66667
2	2	100	-1	200000	33554432	1100594.321	104.96	38.05	651	3	530	612	641
2	2	100	-1	200000	33554432	1219512.195	116.3	4.32	137	4	7	18	33
2	2	100	-1	200000	33554432	1153668.666	110.02	29.52	496	3	361	461	494
2	2	100	-1	200000	33554432	1157925.061	110.42667	23.96333	428	3.33333	299.33333	363.66667	389.33333
2	2	100	-1	200000	100000000	674036.1283	64.28	349.32	1958	90	1559	1872	1936
2	2	100	-1	200000	100000000	433914.7791	41.38	1448.51	2754	1886	2258	2666	2741
2	2	100	-1	200000	100000000	425966.945	40.62	1559.87	2578	1973	2350	2513	2573
2	2	100	-1	200000	100000000	511305.9508	48.76	1119.23333	2430	1316.33333	2055.66667	2350.33333	2416.66667
2	2	100	-1	200000	200000000	264144.9628	25.19	5287.31	13469	2170	12886	13058	13091
2	2	100	-1	200000	200000000	983864.6202	93.83	53.24	327	5	257	301	323
2	2	100	-1	200000	200000000	605473.4803	57.74	711.58	2012	684	1795	1948	1995
2	2	100	-1	200000	200000000	617827.6878	58.92	2017.37667	5269.33333	953	4979.33333	5102.33333	5136.33333
2	2	100	-1	500000	33554432	383877.1593	36.61	680.47	2890	373	530	2000	2083
2	2	100	-1	500000	33554432	526648.4095	50.23	427.49	1453	505	1029	1353	1441
2	2	100	-1	500000	33554432	452529.6407	43.16	547.41	1253	625	864	1212	1243
2	2	100	-1	500000	33554432	454351.7365	43.33333	551.79	1865.33333	501	807.66667	1521.66667	1589
2	2	100	-1	500000	100000000	434291.6703	41.42	1543.51	3226	1673	3106	3175	3206
2	2	100	-1	500000	100000000	482020.6305	45.97	1254.52	2106	1349	2048	2063	2095
2	2	100	-1	500000	100000000	353756.8983	33.74	1870.52	7971	606	7068	7148	7168
2	2	100	-1	500000	100000000	423356.3997	40.37667	1556.18333	4434.33333	1209.33333	4074	4128.66667	4156.33333
2	2	100	-1	500000	200000000	620578.379	59.18	642.78	2462	310	2215	2339	2382
2	2	100	-1	500000	200000000	505714.5747	48.23	1400.79	3051	1377	2726	3015	3047
2	2	100	-1	500000	200000000	487044.6133	46.45	1577.52	3020	1910	2917	2996	3017
2	2	100	-1	500000	200000000	537779.189	51.28667	1207.03	2844.33333	1199	2619.33333	2783.33333	2815.33333
2	2	500	-1	16384	33554432	65967.4121	31.46	955.78	9681	545	9420	9623	9675
2	2	500	-1	16384	33554432	160901.0459	76.72	373.57	533	330	516	528	532
2	2	500	-1	16384	33554432	139275.766	66.41	435.64	1272	376	1172	1226	1271
2	2	500	-1	16384	33554432	122048.0747	58.19667	588.33	3828.66667	417	3702.66667	3792.33333	3826
2	2	500	-1	16384	100000000	103348.4911	49.28	1577.1	2538	1701	2297	2463	2483
2	2	500	-1	16384	100000000	65346.66405	31.16	2578.35	8223	2945	7980	8198	8221
2	2	500	-1	16384	100000000	116577.2907	55.59	1429.1	2493	1515	2420	2480	2492
2	2	500	-1	16384	100000000	95090.8153	45.34333	1861.51667	4418	2053.66667	4232.33333	4380.33333	4398.66667
2	2	500	-1	16384	200000000	109769.4841	52.34	2433.24	4393	2168	4099	4226	4242
2	2	500	-1	16384	200000000	107816.7116	51.41	2560.51	3930	2896	3850	3903	3908
2	2	500	-1	16384	200000000	76687.11656	36.57	3568.86	6860	3929	6829	6851	6858
2	2	500	-1	16384	200000000	98091.10408	46.77333	2854.20333	5061	2997.66667	4926	4993.33333	5002.66667
2	2	500	-1	200000	33554432	115928.588	55.28	518.88	1146	508	870	1089	1137
2	2	500	-1	200000	33554432	101688.0212	48.49	591.41	1203	620	869	1141	1199
2	2	500	-1	200000	33554432	96357.67971	45.95	626.71	1029	657	717	938	1018
2	2	500	-1	200000	33554432	104658.0963	49.90667	579	1126	595	818.66667	1056	1118
2	2	500	-1	200000	100000000	93597.90341	44.63	1763.08	2725	2038	2074	2391	2464
2	2	500	-1	200000	100000000	95757.92397	45.66	1740.22	2775	2011	2377	2688	2772
2	2	500	-1	200000	100000000	94517.95841	45.07	1756.38	2735	2055	2353	2646	2716
2	2	500	-1	200000	100000000	94624.59526	45.12	1753.22667	2745	2034.66667	2268	2575	2650.66667
2	2	500	-1	200000	200000000	97656.25	46.57	2857.51	4332	3702	4267	4315	4327
2	2	500	-1	200000	200000000	99900.0999	47.64	2713.26	4424	3560	3939	4364	4413
2	2	500	-1	200000	200000000	98231.82711	46.84	2995.5	4896	3262	4813	4868	4894
2	2	500	-1	200000	200000000	98596.059	47.01667	2855.42333	4550.66667	3508	4339.66667	4515.66667	4544.66667
2	2	500	-1	500000	33554432	109397.2213	52.16	542.06	916	588	688	868	890
2	2	500	-1	500000	33554432	100887.8128	48.11	588.44	1193	590	809	1079	1147
2	2	500	-1	500000	33554432	102406.554	48.83	585.47	1123	581	777	1027	1074
2	2	500	-1	500000	33554432	104230.5294	49.7	571.99	1077.33333	586.33333	758	991.33333	1037
2	2	500	-1	500000	100000000	94002.63207	44.82	1635.1	2762	1516	1552	1567	1579
2	2	500	-1	500000	100000000	104297.038	49.73	1551.04	2474	1774	1896	1963	1992
2	2	500	-1	500000	100000000	105385.1828	50.25	1546.7	2173	1785	2024	2052	2065
2	2	500	-1	500000	100000000	101228.2843	48.26667	1577.61333	2469.66667	1691.66667	1824	1860.66667	1878.66667
2	2	500	-1	500000	200000000	91937.11501	43.84	3117.87	4530	3523	4177	4372	4447
2	2	500	-1	500000	200000000	96432.01543	45.98	2795.79	4932	3377	4912	4919	4926
2	2	500	-1	500000	200000000	105808.9091	50.45	2628.84	3891	2879	3262	3271	3277
2	2	500	-1	500000	200000000	98059.34652	46.75667	2847.5	4451	3259.66667	4117	4187.33333	4216.66667
2	2	1000	-1	16384	33554432	47027.84048	44.85	659.93	1585	598	1120	1456	1568
2	2	1000	-1	16384	33554432	54318.30527	51.8	572.15	1422	582	1179	1375	1410
2	2	1000	-1	16384	33554432	49950.04995	47.64	601.3	2029	768	1479	2005	2028
2	2	1000	-1	16384	33554432	50432.06523	48.09667	611.12667	1678.66667	649.33333	1259.33333	1612	1668.66667
2	2	1000	-1	16384	100000000	55169.36997	52.61	1442.32	2269	1428	2122	2202	2264
2	2	1000	-1	16384	100000000	46838.40749	44.67	1823.2	3325	1705	3221	3299	3323
2	2	1000	-1	16384	100000000	57097.1794	54.45	1410.34	2277	1304	2107	2231	2271
2	2	1000	-1	16384	100000000	53034.98562	50.57667	1558.62	2623.66667	1479	2483.33333	2577.33333	2619.33333
2	2	1000	-1	16384	200000000	44111.16012	42.07	3043.19	5313	3522	4848	5167	5302
2	2	1000	-1	16384	200000000	43721.58097	41.7	3292.92	5008	3448	4492	4871	4999
2	2	1000	-1	16384	200000000	47901.89692	45.68	3215.27	6179	3129	5960	6108	6173
2	2	1000	-1	16384	200000000	45244.87934	43.15	3183.79333	5500	3366.33333	5100	5382	5491.33333
2	2	1000	-1	200000	33554432	55586.43691	53.01	547.16	745	556	673	718	739
2	2	1000	-1	200000	33554432	45595.47693	43.48	675.11	1126	670	840	1073	1121
2	2	1000	-1	200000	33554432	45825.3139	43.7	675	1485	713	1054	1360	1470
2	2	1000	-1	200000	33554432	49002.40925	46.73	632.42333	1118.66667	646.33333	855.66667	1050.33333	1110
2	2	1000	-1	200000	100000000	45720.55596	43.6	1865.24	2241	2180	2210	2220	2230
2	2	1000	-1	200000	100000000	47760.05349	45.55	1766.63	2947	1942	2314	2772	2897
2	2	1000	-1	200000	100000000	48388.6577	46.15	1775.9	2841	1858	2414	2737	2821
2	2	1000	-1	200000	100000000	47289.75572	45.1	1802.59	2676.33333	1993.33333	2312.66667	2576.33333	2649.33333
2	2	1000	-1	200000	200000000	47591.85228	45.39	3058.75	4455	3814	4409	4432	4441
2	2	1000	-1	200000	200000000	47911.07704	45.69	3053.65	4368	3756	4318	4345	4359
2	2	1000	-1	200000	200000000	51350.51864	48.97	2823.87	4074	3651	3981	4036	4061
2	2	1000	-1	200000	200000000	48951.14932	46.68333	2978.75667	4299	3740.33333	4236	4271	4287
2	2	1000	-1	500000	33554432	49053.27185	46.78	626.8	1256	618	849	1192	1248
2	2	1000	-1	500000	33554432	32795.48734	31.28	974.16	6907	616	6519	6817	6894
2	2	1000	-1	500000	33554432	75369.30962	71.88	398.49	1498	367	1158	1383	1475
2	2	1000	-1	500000	33554432	52406.02294	49.98	666.48333	3220.33333	533.66667	2842	3130.66667	3205.66667
2	2	1000	-1	500000	100000000	55586.43691	53.01	1509.1	1894	1815	1866	1874	1881
2	2	1000	-1	500000	100000000	51985.85985	49.58	1648.21	2627	1836	2276	2535	2608
2	2	1000	-1	500000	100000000	46356.38791	44.21	1760.07	3149	1839	3113	3130	3137
2	2	1000	-1	500000	100000000	51309.56156	48.93333	1639.12667	2556.66667	1830	2418.33333	2513	2542
2	2	1000	-1	500000	200000000	51036.03144	48.67	2764.27	4446	3633	4052	4366	4426
2	2	1000	-1	500000	200000000	51093.39873	48.73	2848.82	4002	3680	3910	3960	3986
2	2	1000	-1	500000	200000000	50140.3931	47.82	2935.17	4203	3683	4073	4120	4177
2	2	1000	-1	500000	200000000	50756.60776	48.40667	2849.42	4217	3665.33333	4011.66667	4148.66667	4196.33333
2	5	100	-1	16384	33554432	132219.1665	12.61	468.17	30299	689	1123	1254	1291
2	5	100	-1	16384	33554432	713775.8744	68.07	296.62	667	109	279	295	310
2	5	100	-1	16384	33554432	651720.5422	62.15	363.82	1236	173	301	904	926
2	5	100	-1	16384	33554432	499238.5277	47.61	376.20333	10734	323.66667	567.66667	817.66667	842.33333
2	5	100	-1	16384	100000000	631632.1374	60.24	586.55	1241	443	654	667	671
2	5	100	-1	16384	100000000	657981.3133	62.75	467.76	898	312	472	492	500
